age	job	marital	education	default	balance	housing	loan	contact	duration	campaign	previous	y
63	retired	married	secondary	no	1486	no	no	cellular	698	5	3	no
34	admin.	married	secondary	no	920	no	no	cellular	526	3	3	yes
26	services	married	secondary	no	104	no	no	unknown	7	1	0	no
50	admin.	married	secondary	no	3608	yes	no	cellular	196	8	4	yes
50	technician	divorced	secondary	no	0	yes	no	cellular	109	3	3	no
56	management	married	primary	no	870	no	no	cellular	220	1	1	yes
57	retired	married	primary	no	9367	no	no	cellular	700	4	7	yes
50	technician	married	tertiary	no	1830	no	no	cellular	318	3	0	no
35	technician	married	secondary	no	18	yes	yes	cellular	62	2	0	no
24	management	single	tertiary	no	1	no	no	cellular	396	5	0	yes
46	management	married	tertiary	no	349	no	no	cellular	466	4	3	yes
54	management	divorced	tertiary	no	2152	no	no	cellular	226	3	7	no
56	blue-collar	married	secondary	no	448	yes	yes	cellular	556	1	2	yes
74	retired	divorced	tertiary	no	3810	yes	no	cellular	492	1	0	no
27	student	single	tertiary	no	39	no	no	cellular	379	1	10	yes
52	management	married	tertiary	no	583	no	no	cellular	376	1	3	yes
50	admin.	married	secondary	no	2695	no	no	cellular	312	2	2	no
79	retired	married	primary	no	1058	no	no	telephone	564	5	0	no
38	management	married	tertiary	no	1276	no	no	cellular	272	2	3	yes
73	retired	married	secondary	no	2850	no	no	cellular	157	2	5	no
33	management	single	tertiary	no	2364	no	no	cellular	508	1	0	yes
49	admin.	married	secondary	no	209	no	no	unknown	26	1	0	no
53	admin.	married	secondary	no	53	yes	no	cellular	387	1	0	yes
64	retired	married	secondary	no	1612	no	no	cellular	336	1	5	yes
38	blue-collar	married	secondary	no	4321	no	no	cellular	252	1	6	no
27	unknown	single	tertiary	no	6421	no	no	cellular	315	3	4	no
84	retired	divorced	primary	no	639	no	no	telephone	353	3	0	yes
70	retired	divorced	primary	no	4531	no	no	cellular	445	1	0	no
62	retired	married	secondary	no	3114	no	no	cellular	243	2	1	yes
41	admin.	married	tertiary	no	1	yes	no	telephone	327	2	3	yes
29	admin.	single	secondary	no	1070	yes	no	unknown	30	1	1	yes
53	technician	married	secondary	no	195	yes	no	cellular	472	1	6	yes
30	technician	single	secondary	no	3144	no	no	cellular	212	2	0	yes
58	retired	married	secondary	no	1230	no	no	cellular	420	1	1	yes
61	admin.	married	unknown	no	1088	yes	no	cellular	254	1	1	no
46	management	single	secondary	no	5993	no	no	cellular	165	1	3	no
35	technician	single	tertiary	no	1880	no	no	cellular	154	1	0	yes
37	management	married	tertiary	no	3236	no	no	cellular	291	2	5	yes
67	management	married	secondary	no	3240	no	no	cellular	129	1	0	no
30	technician	single	tertiary	no	780	yes	no	cellular	339	2	0	no
78	retired	married	unknown	no	3208	no	no	telephone	351	3	0	yes
47	blue-collar	married	secondary	no	1568	yes	no	cellular	226	3	8	yes
61	technician	married	secondary	no	1191	no	no	cellular	214	4	0	yes
47	admin.	married	secondary	no	368	no	no	cellular	403	1	6	yes
30	management	single	tertiary	no	499	yes	no	cellular	145	1	3	no
51	management	married	tertiary	no	2635	no	no	cellular	407	3	5	yes
70	management	married	secondary	no	4	no	no	cellular	122	1	9	no
31	blue-collar	single	secondary	no	411	no	no	cellular	91	3	1	no
21	student	single	secondary	no	215	no	no	cellular	382	1	7	yes
78	retired	married	primary	no	680	no	no	telephone	838	1	9	no
27	technician	single	tertiary	no	2781	yes	no	cellular	168	1	1	yes
33	services	single	secondary	no	152	yes	no	cellular	202	2	2	yes
60	technician	married	secondary	no	0	no	no	cellular	641	4	0	yes
33	management	single	tertiary	no	576	no	no	cellular	220	1	2	no
28	student	single	secondary	no	1925	no	no	cellular	252	1	4	yes
29	unemployed	single	tertiary	no	70	no	no	cellular	393	1	0	yes
28	student	married	secondary	no	0	no	no	unknown	201	1	0	no
52	management	married	tertiary	no	388	no	no	cellular	272	1	0	yes
59	management	married	primary	no	1727	no	no	telephone	500	4	2	yes
33	services	single	secondary	no	2881	no	no	cellular	289	1	1	yes
31	technician	single	secondary	no	846	no	no	cellular	405	3	2	yes
40	technician	married	secondary	no	2266	no	no	cellular	175	3	7	yes
33	management	single	tertiary	no	9317	no	no	cellular	267	1	3	no
28	technician	married	secondary	no	742	no	no	cellular	236	1	0	yes
66	management	married	unknown	no	2149	yes	no	cellular	135	2	11	yes
29	student	single	tertiary	no	459	no	no	unknown	376	1	0	no
67	retired	married	primary	no	1430	no	no	telephone	283	2	5	yes
39	unemployed	divorced	secondary	no	265	yes	no	unknown	93	1	2	yes
46	housemaid	married	secondary	no	38	no	no	cellular	181	3	1	yes
58	management	married	secondary	no	139	no	no	cellular	188	1	2	no
29	technician	divorced	secondary	no	124	no	no	unknown	125	1	0	no
54	retired	married	secondary	no	3538	no	no	cellular	820	1	0	yes
23	student	single	tertiary	no	691	no	no	cellular	1178	1	6	yes
26	management	single	tertiary	no	531	no	yes	unknown	57	1	0	no
26	entrepreneur	single	secondary	no	681	no	yes	unknown	137	1	0	no
28	services	single	tertiary	no	128	no	no	cellular	460	1	1	yes
37	management	married	tertiary	no	1967	yes	no	cellular	774	1	0	no
32	management	married	tertiary	no	500	yes	no	unknown	24	1	0	no
60	admin.	divorced	secondary	no	162	no	no	unknown	74	1	0	no
55	services	divorced	secondary	no	379	no	no	cellular	275	3	2	no
27	admin.	single	secondary	no	1408	no	no	cellular	242	2	0	no
45	technician	married	secondary	no	1831	no	no	cellular	275	2	0	yes
63	blue-collar	married	secondary	no	641	no	no	cellular	417	2	0	yes
29	blue-collar	single	tertiary	no	455	no	no	telephone	214	2	1	yes
32	admin.	single	secondary	no	554	yes	no	cellular	101	2	5	no
29	management	married	tertiary	no	8103	no	no	cellular	473	3	0	yes
59	retired	married	primary	no	4007	no	no	cellular	581	3	6	no
54	technician	married	secondary	no	65	no	no	cellular	309	4	4	no
23	student	single	secondary	no	922	no	no	cellular	538	2	9	yes
33	services	single	unknown	no	523	yes	no	unknown	86	1	0	yes
48	housemaid	married	secondary	no	0	no	no	cellular	270	5	0	yes
39	technician	married	tertiary	no	108	no	no	cellular	589	3	2	no
26	student	single	secondary	no	4613	no	no	cellular	663	3	2	yes
34	management	married	tertiary	no	813	yes	no	cellular	114	3	0	no
28	student	single	tertiary	no	118	no	no	cellular	85	2	5	no
83	retired	divorced	primary	no	0	no	no	telephone	664	1	3	no
55	unemployed	married	primary	no	1212	no	no	cellular	178	1	0	no
26	unemployed	single	secondary	no	1064	no	no	unknown	113	1	0	no
41	entrepreneur	married	tertiary	no	70	no	no	unknown	14	1	1	no
55	admin.	married	secondary	no	8304	no	no	cellular	201	1	0	yes
57	management	divorced	unknown	no	2986	no	no	unknown	1563	1	3	no
30	admin.	married	secondary	no	0	no	no	cellular	318	1	0	yes
36	technician	married	secondary	no	1368	no	no	cellular	516	1	5	yes
33	admin.	single	tertiary	no	272	yes	no	cellular	326	1	2	yes
28	blue-collar	single	secondary	no	-46	yes	no	cellular	154	2	12	yes
65	retired	divorced	primary	no	1840	no	no	cellular	383	2	5	no
33	unemployed	single	secondary	no	427	no	no	unknown	12	1	0	no
70	retired	married	primary	no	2346	no	no	cellular	421	1	6	no
51	management	married	tertiary	no	176	yes	yes	unknown	8	1	2	no
21	student	single	unknown	no	200	no	no	unknown	8	1	0	no
44	unemployed	married	secondary	no	317	yes	yes	unknown	4	1	0	no
31	management	single	tertiary	no	515	no	no	cellular	296	5	0	yes
28	management	single	tertiary	no	223	yes	no	cellular	303	1	3	yes
45	management	divorced	tertiary	no	0	no	no	unknown	5	1	0	no
36	self-employed	single	tertiary	no	134	no	yes	unknown	36	1	0	no
34	technician	single	secondary	no	1087	no	no	unknown	7	1	0	no
29	blue-collar	married	secondary	no	3310	no	no	cellular	344	2	2	no
49	admin.	single	tertiary	no	228	yes	no	cellular	407	1	1	yes
27	blue-collar	single	tertiary	no	644	no	no	cellular	657	1	1	yes
28	admin.	married	secondary	no	330	no	no	cellular	226	2	4	yes
37	admin.	divorced	tertiary	no	4708	no	no	cellular	238	1	2	yes
54	management	divorced	tertiary	no	496	no	no	cellular	161	1	3	no
31	technician	single	secondary	no	90	no	yes	unknown	35	1	0	no
27	blue-collar	single	primary	no	268	no	no	unknown	32	1	0	no
62	management	married	tertiary	no	5008	no	no	telephone	139	2	0	no
30	technician	single	secondary	no	1165	no	no	cellular	204	2	3	yes
39	housemaid	divorced	secondary	no	70	no	no	cellular	346	2	8	no
26	technician	single	tertiary	no	1066	no	no	cellular	112	1	1	no
62	management	married	tertiary	no	0	yes	yes	cellular	106	1	3	no
30	management	married	tertiary	no	1288	no	no	unknown	6	1	0	no
33	technician	single	tertiary	no	172	no	no	unknown	13	1	0	no
51	management	married	tertiary	no	0	no	no	unknown	302	1	0	yes
56	admin.	married	secondary	no	699	no	no	unknown	54	1	0	no
68	retired	married	unknown	no	3701	no	no	telephone	149	1	0	no
38	admin.	married	secondary	no	0	yes	no	cellular	187	1	2	yes
36	technician	divorced	secondary	no	2823	yes	no	cellular	215	1	6	yes
35	management	single	tertiary	no	3544	yes	no	cellular	380	1	0	yes
23	student	single	tertiary	no	508	no	no	cellular	544	1	0	no
39	services	married	secondary	no	1970	yes	no	unknown	30	1	2	no
34	admin.	married	secondary	no	592	yes	no	unknown	49	1	0	no
49	management	divorced	tertiary	no	1405	no	no	unknown	29	1	0	no
59	management	married	tertiary	no	101	no	yes	unknown	29	1	2	no
63	retired	married	primary	no	48	no	no	cellular	251	1	0	yes
34	management	married	tertiary	no	158	no	no	cellular	190	1	9	yes
31	management	married	tertiary	no	877	no	no	cellular	192	1	7	yes
28	management	single	tertiary	no	187	no	no	cellular	206	1	1	yes
80	retired	married	secondary	no	8304	no	no	telephone	712	1	12	yes
39	blue-collar	married	secondary	no	276	no	no	cellular	334	2	0	yes
34	services	divorced	secondary	no	44	no	no	unknown	118	1	0	no
83	retired	married	tertiary	no	4761	no	no	telephone	294	2	1	no
31	management	single	tertiary	no	147	no	no	cellular	163	2	3	yes
39	services	married	secondary	no	323	no	no	cellular	874	2	6	yes
50	admin.	married	secondary	no	2971	no	no	cellular	722	2	0	no
27	admin.	single	secondary	no	240	yes	yes	unknown	46	1	0	no
50	technician	single	tertiary	no	2	no	no	unknown	2389	1	0	no
30	blue-collar	single	secondary	no	799	no	no	unknown	674	1	0	yes
73	retired	married	primary	no	508	no	no	cellular	154	4	1	no
67	retired	married	unknown	no	2540	no	no	telephone	278	5	4	yes
29	blue-collar	single	secondary	no	322	no	no	unknown	434	1	6	yes
24	student	single	unknown	no	358	no	no	cellular	245	1	1	yes
58	management	married	tertiary	no	256	no	no	cellular	508	1	4	no
30	technician	single	secondary	no	2371	no	no	cellular	661	1	2	yes
21	student	single	unknown	no	53	no	no	cellular	270	1	0	yes
66	admin.	married	secondary	no	4041	no	no	cellular	713	2	0	yes
28	unemployed	single	secondary	no	304	no	no	cellular	516	1	0	no
71	retired	divorced	primary	no	275	no	no	cellular	293	1	1	yes
26	services	single	tertiary	no	12	no	no	cellular	563	1	10	yes
30	unemployed	single	tertiary	no	4082	no	no	telephone	215	1	17	no
30	admin.	married	secondary	no	166	no	no	unknown	30	1	0	no
31	management	married	tertiary	no	1126	no	no	unknown	20	1	0	no
31	management	single	tertiary	no	4533	no	no	cellular	262	3	3	no
62	retired	married	primary	no	1742	no	no	cellular	167	2	6	yes
32	self-employed	single	tertiary	no	46	yes	no	cellular	485	2	0	yes
68	retired	divorced	primary	no	2027	no	no	cellular	619	2	2	yes
37	admin.	married	tertiary	no	3221	no	no	cellular	379	2	13	yes
27	management	single	tertiary	no	1720	no	no	cellular	910	1	3	yes
59	retired	divorced	primary	no	1194	yes	no	cellular	132	4	2	no
35	technician	married	secondary	no	294	yes	no	cellular	238	6	5	no
45	technician	single	tertiary	no	2033	no	no	cellular	243	5	2	yes
51	admin.	married	tertiary	no	0	yes	yes	cellular	177	4	2	no
76	self-employed	married	unknown	no	4984	no	no	telephone	126	3	2	no
64	retired	married	secondary	no	3189	no	no	telephone	208	1	0	yes
28	management	single	tertiary	no	2725	no	no	cellular	292	1	1	yes
48	technician	divorced	secondary	no	1290	no	no	unknown	58	1	0	no
38	student	divorced	tertiary	no	2946	no	no	cellular	605	3	0	yes
66	housemaid	married	primary	no	1230	no	no	cellular	288	6	3	yes
30	management	single	tertiary	no	572	no	no	cellular	339	3	2	yes
38	blue-collar	married	primary	no	1630	yes	no	cellular	101	3	19	no
24	technician	single	secondary	no	403	no	no	unknown	247	1	0	yes
30	services	divorced	secondary	no	436	yes	no	cellular	1720	1	0	yes
24	unemployed	married	secondary	no	6	no	no	unknown	21	1	0	no
75	retired	married	primary	no	962	no	no	cellular	344	1	0	no
49	technician	married	tertiary	no	1071	no	no	cellular	169	1	0	yes
34	management	married	tertiary	no	3301	yes	no	cellular	485	2	4	yes
36	admin.	married	secondary	no	1031	no	no	cellular	282	4	0	yes
46	blue-collar	married	secondary	no	1723	no	no	cellular	176	2	7	yes
52	blue-collar	married	secondary	no	955	no	yes	cellular	301	2	4	yes
53	entrepreneur	married	tertiary	no	1961	no	no	cellular	91	2	1	no
71	retired	married	secondary	no	29941	no	no	telephone	80	1	3	no
25	blue-collar	single	secondary	no	303	no	no	cellular	252	1	1	yes
60	management	married	primary	no	8334	no	no	cellular	143	1	7	no
29	management	single	tertiary	no	1431	no	no	cellular	201	4	0	no
20	student	single	secondary	no	153	no	no	unknown	100	1	0	yes
46	services	married	secondary	no	0	yes	no	cellular	154	1	1	no
61	retired	married	secondary	no	2011	no	no	cellular	292	1	2	no
32	admin.	single	secondary	no	131	yes	no	cellular	522	1	2	yes
52	management	married	unknown	no	1708	no	no	telephone	193	1	3	no
32	management	married	tertiary	no	913	yes	no	cellular	883	1	4	no
64	retired	divorced	primary	no	109	no	no	cellular	706	1	2	yes
30	blue-collar	single	secondary	no	315	no	no	cellular	1407	1	0	yes
36	management	single	tertiary	no	538	no	no	cellular	339	1	5	yes
59	management	married	tertiary	no	5397	no	no	cellular	671	3	0	yes
34	student	single	unknown	no	5969	no	no	cellular	442	2	10	no
25	student	single	secondary	no	1957	no	no	cellular	1207	4	1	yes
43	services	married	secondary	no	774	no	no	cellular	482	1	2	yes
75	retired	married	secondary	no	468	no	no	telephone	316	1	0	no
37	self-employed	single	tertiary	no	1188	no	no	cellular	310	1	0	yes
24	student	single	unknown	no	1082	no	no	cellular	185	1	0	no
30	technician	single	secondary	no	254	yes	yes	cellular	167	3	2	no
31	technician	married	tertiary	no	3338	yes	no	cellular	122	2	2	no
21	student	single	unknown	no	762	no	no	cellular	288	1	0	no
40	technician	married	secondary	no	697	no	no	cellular	220	2	2	no
53	blue-collar	married	unknown	no	960	no	yes	unknown	180	1	2	no
37	admin.	divorced	secondary	no	450	yes	yes	unknown	15	1	0	no
37	admin.	single	secondary	no	16	no	no	unknown	11	1	0	no
46	blue-collar	married	primary	no	67	no	no	unknown	9	1	0	no
42	technician	divorced	tertiary	no	2611	yes	no	cellular	300	1	3	yes
27	blue-collar	single	secondary	no	3145	no	no	cellular	374	1	2	yes
30	technician	single	secondary	no	938	no	no	cellular	171	1	3	no
45	technician	married	tertiary	no	1818	yes	yes	cellular	427	1	5	no
57	technician	married	secondary	no	363	no	no	cellular	195	6	0	no
33	management	single	tertiary	no	794	no	no	unknown	12	1	0	no
29	technician	single	secondary	no	825	no	no	cellular	472	2	0	yes
27	student	single	secondary	no	833	no	no	telephone	359	5	0	no
37	technician	married	tertiary	no	122	no	no	cellular	266	2	3	yes
30	blue-collar	single	primary	no	185	no	no	unknown	11	1	0	no
38	management	single	tertiary	no	623	no	no	cellular	297	4	4	yes
48	management	single	tertiary	no	86	no	no	cellular	281	3	6	yes
55	housemaid	divorced	primary	no	976	no	no	cellular	345	1	3	yes
39	technician	single	tertiary	no	393	no	no	cellular	325	1	1	yes
49	admin.	single	secondary	no	293	no	no	cellular	452	1	0	yes
37	services	single	secondary	no	23	yes	no	cellular	197	1	1	no
68	retired	divorced	primary	no	476	no	no	telephone	363	1	0	yes
22	student	single	secondary	no	10971	no	no	cellular	181	2	0	no
57	unknown	married	primary	no	1884	no	no	telephone	133	4	0	no
67	retired	married	primary	no	2391	no	no	cellular	737	6	10	yes
22	housemaid	single	secondary	no	1796	no	no	cellular	369	3	0	yes
60	retired	married	secondary	no	11	no	no	cellular	265	1	2	yes
31	blue-collar	single	secondary	no	54	yes	no	cellular	401	1	0	yes
60	retired	married	secondary	no	2060	no	no	cellular	135	4	4	no
58	blue-collar	married	primary	no	3109	no	no	cellular	295	1	4	yes
47	admin.	married	secondary	no	0	no	yes	cellular	238	1	4	no
30	student	single	secondary	no	314	no	no	cellular	189	1	6	no
39	management	married	tertiary	no	2939	no	no	cellular	385	1	2	no
35	unemployed	married	secondary	no	978	no	no	cellular	660	2	6	yes
33	management	single	tertiary	no	718	yes	no	cellular	271	1	3	yes
29	student	single	secondary	no	808	no	no	cellular	189	1	1	no
45	technician	married	tertiary	no	2699	yes	no	cellular	264	4	0	no
32	technician	divorced	tertiary	no	3255	no	no	cellular	167	2	0	yes
31	management	single	tertiary	no	1539	yes	no	cellular	107	2	2	no
32	student	single	tertiary	no	64	no	no	cellular	598	4	5	yes
33	technician	single	secondary	no	555	no	no	cellular	255	2	0	no
48	admin.	single	secondary	no	1544	yes	no	telephone	263	1	2	yes
19	student	single	secondary	no	424	no	no	cellular	121	3	2	no
41	admin.	single	secondary	no	985	yes	no	cellular	274	2	11	yes
49	housemaid	married	primary	no	360	no	no	unknown	6	1	0	no
77	retired	married	tertiary	no	1047	no	no	cellular	108	5	0	no
32	technician	single	tertiary	no	4071	no	no	cellular	319	2	0	yes
74	retired	divorced	primary	no	29080	no	no	cellular	301	5	4	yes
39	blue-collar	married	primary	no	1	yes	no	unknown	165	1	2	no
29	services	single	secondary	no	0	no	no	unknown	12	1	3	no
32	management	single	tertiary	no	12569	no	no	cellular	561	2	2	yes
63	retired	married	secondary	no	2896	no	no	cellular	304	1	2	yes
19	student	single	secondary	no	526	no	no	cellular	174	1	3	no
37	blue-collar	married	secondary	no	195	yes	no	unknown	10	1	0	no
29	self-employed	single	tertiary	no	805	no	no	cellular	302	2	8	no
53	services	divorced	secondary	no	36	yes	yes	unknown	25	1	1	yes
34	self-employed	single	tertiary	no	0	yes	no	unknown	48	1	1	no
28	student	single	secondary	no	196	no	no	cellular	423	3	0	yes
35	blue-collar	married	secondary	no	262	no	no	cellular	96	2	4	no
31	services	single	secondary	no	1027	no	no	cellular	217	3	0	yes
67	retired	married	tertiary	no	1948	no	no	cellular	844	2	5	no
32	self-employed	single	tertiary	no	4024	yes	no	cellular	150	1	0	no
26	blue-collar	single	secondary	no	463	no	yes	cellular	248	2	0	yes
